Tense Complex,Cuidado de la piel,Firmeza,Serum,30ml,23500,39000,Serum facial,tense-complex-serum,https://www.lidherma.com.ar/thumbnails/tense_complex_serum1_310xauto.jpg
Vita Shield,Cuidado de la piel,Protección,Ageless Complex,50g,19000,31500,Complejo anti-age,vita-shield-ageless-complex,https://www.lidherma.com.ar/thumbnails/lidherma_vita_shield_ageless_complex1_310xauto.jpg
Vita Shield,Cuidado de la piel,Protección,Hydra Complex,50g,16500,27500,Complejo hidratante,vita-shield-hydra-complex,https://www.lidherma.com.ar/thumbnails/lidherma_vita_shield_hydra_complex1_310xauto.jpg
Dherma Sun,Solares,Post solar,Brumissage Post Solar,200g,17000,24000,Bruma post solar,dherma-sun-brumissage-post-solar,https://www.lidherma.com.ar/thumbnails/lidherma_solares_brumissage1_310xauto.jpg
Dherma Sun,Solares,Protección,UVA Plus SPF 40 Toque Seco,60g,16500,24000,Protector solar,dherma-sun-uva-plus-spf-40-toque-seco,https://www.lidherma.com.ar/thumbnails/fotoprotector_facial_toque_seco3_310xauto.png
Dherma Sun,Solares,Protección,UVA Plus SPF 40 Toque Seco color,60g,17000,25000,Protector solar con color,dherma-sun-uva-plus-spf-40-toque-seco-color,https://www.lidherma.com.ar/thumbnails/fotoprotector_facial_con_color3_310xauto.png
Dherma Sun,Solares,Protección,UVA Plus SPF 50+,100g,20500,30000,Protector solar,dherma-sun-uva-plus-spf-50-,https://www.lidherma.com.ar/thumbnails/fotoprotector_facial3_310xauto.png
Dherma Sun,Solares,Protección,UVA Plus SPF 30 spray,150g,21500,31000,Protector solar spray,dherma-sun-uva-plus-spf-30-spray,https://www.lidherma.com.ar/thumbnails/lidherma_solares_spf_30_spray1_310xauto.jpg
Dherma Sun,Solares,Autobronceante,Total Bronze,150g,21000,29500,Autobronceante,dherma-sun-total-bronze,https://www.lidherma.com.ar/thumbnails/ldh_total_bronze_150g_mobile_001_310xauto.jpg
Super,Cuidado de la piel,Tratamiento avanzado,Eye Global Repair,15g,25000,40000,Contorno de ojos,super-eye-global-repair,https://www.lidherma.com.ar/thumbnails/super_eye_global_repair_adaptada3_310xauto.png
Super,Cuidado de la piel,Tratamiento avanzado,Eyes Lash,5ml,20000,32000,Tratamiento pestañas,super-eyes-lash,https://www.lidherma.com.ar/thumbnails/super_eyes_lash_adaptada3_310xauto.png
Super,Cuidado de la piel,Tratamiento avanzado,Serum Rejuvenate,30ml,28000,45000,Serum rejuvenecedor,super-serum-rejuvenate,https://www.lidherma.com.ar/thumbnails/super_serum_rejuvenate_adaptada3_310xauto.png
Super,Cuidado de la piel,Tratamiento avanzado,Serum Moisturizer,30ml,24000,38000,Serum hidratante,super-serum-moisturizer,https://www.lidherma.com.ar/thumbnails/super_serum_moisturizer_adaptada3_310xauto.png
Super,Cuidado de la piel,Tratamiento avanzado,Serum Dark Spot Repair,30ml,26000,42000,Serum despigmentante,super-serum-dark-spot-repair,https://www.lidherma.com.ar/thumbnails/super_serum_dark_spot_repair_adaptada3_310xauto.pnglinea,categoria_L1,categoria_L2,producto,presentacion,precio_profesional_ARS,precio_publico_ARS,tipo,slug,imagen_url
Acnex Depure,Cuidado de la piel,Tratamiento del acné,Control Cover,2g,13000,21000,Maquillaje corrector,acnex-depure-control-cover,https://www.lidherma.com.ar/thumbnails/acnex_depure_control_cover_foto_producto_17_310xauto.png
Acnex Depure,Cuidado de la piel,Limpieza,Intensive Cleanser,100g,14500,24000,Limpiador facial,acnex-depure-intensive-cleanser,https://www.lidherma.com.ar/thumbnails/lidherma_acnex_depure_intensive_cleaner1_310xauto.jpg
Acnex Depure,Cuidado de la piel,Tratamiento del acné,Control Treatment,50g,18500,30000,Tratamiento facial,acnex-depure-control-treatment,https://www.lidherma.com.ar/thumbnails/lidherma_acnex_depure_control_treatment1_310xauto.jpg
Acnex Depure,Cuidado de la piel,Tratamiento del acné,Control Topic,15g,12000,20000,Tratamiento localizado,acnex-depure-control-topic,https://www.lidherma.com.ar/thumbnails/lidherma_acnex_depure_control_topic1_310xauto.jpg
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Argireline Amplified,30ml,20000,33500,Activo concentrado,activos-concentrados-argireline-amplified,https://www.lidherma.com.ar/thumbnails/lidherma_ac_argireline_amplified1_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Bioceramidas,30ml,15000,25000,Activo concentrado,activos-concentrados-bioceramidas,https://www.lidherma.com.ar/thumbnails/lidherma_ac_bioceramidas_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Collagen,30ml,16500,28000,Activo concentrado,activos-concentrados-collagen,https://www.lidherma.com.ar/thumbnails/lidherma_ac_collagen3_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,DMAE,30ml,16500,28000,Activo concentrado,activos-concentrados-dmae,https://www.lidherma.com.ar/thumbnails/lidherma_ac_dmae_30ml_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Hialuronico,30ml,20000,33500,Activo concentrado,activos-concentrados-hialuronico,https://www.lidherma.com.ar/thumbnails/lidherma_ac_hialuronico1_310xauto.png
